"text.content","text.beginOffset","text_id"
"That I can tell you.",-1,207
"You learn a lot from financial disclosure.",-1,207
"And you should go down and take a look at that.",-1,207
"The other thing, I'm extremely underleveraged.",-1,208
"The report that said $650 — which, by the way, a lot of friends of mine that know my business say, boy, that's really not a lot of money.",-1,208
"It's not a lot of money relative to what I had.",-1,208
"The buildings that were in question, they said in the same report, which was — actually, it wasn't even a bad story, to be honest with you, but the buildings are worth $3.9 billion.",-1,209
"And the $650 isn't even on that.",-1,209
"But it's not $650.",-1,209
"It's much less than that.",-1,209
"But I could give you a list of banks, I would — if that would help you, I would give you a list of banks.",-1,210
"These are very fine institutions, very fine banks.",-1,210
"I could do that very quickly.",-1,210
"I am very underleveraged.",-1,211
"I have a great company.",-1,211
"I have a tremendous income.",-1,211
"And the reason I say that is not in a braggadocios way.",-1,211
"It's because it's about time that this country had somebody running it that has an idea about money.",-1,211
"When we have $20 trillion in debt, and our country's a mess, you know, it's one thing to have $20 trillion in debt and our roads are good and our bridges are good and everything's in great shape, our airports.",-1,212
"Our airports are like from a third world country.",-1,212
"You land at LaGuardia, you land at Kennedy, you land at LAX, you land at Newark, and you come in from Dubai and Qatar and you see these incredible — you come in from China, you see these incredible airports, and you land — we've become a third world country.",-1,213
"So the worst of all things has happened.",-1,214
"We owe $20 trillion, and we're a mess.",-1,214
"We haven't even started.",-1,214
"And we've spent $6 trillion in the Middle East, according to a report that I just saw.",-1,214
"Whether it's 6 or 5, but it looks like it's 6, $6 trillion in the Middle East, we could have rebuilt our country twice.",-1,214
"And it's really a shame.",-1,215
"And it's politicians like Secretary Clinton that have caused this problem.",-1,215
"Our country has tremendous problems.",-1,215
"We're a debtor nation.",-1,215
"We're a serious debtor nation.",-1,215
"And we have a country that needs new roads, new tunnels, new bridges, new airports, new schools, new hospitals.",-1,215
"And we don't have the money, because it's been squandered on so many of your ideas.",-1,215
"We'll let you respond and we'll move on to the next segment.",-1,216
"And maybe because you haven't paid any federal income tax for a lot of years.",-1,217
"And the other thing I think is important...",-1,217
"It would be squandered, too, believe me.",-1,218
"... is if your — if your main claim to be president of the United States is your business, then I think we should talk about that.",-1,219
"You know, your campaign manager said that you built a lot of businesses on the backs of little guys.",-1,219
"And, indeed, I have met a lot of the people who were stiffed by you and your businesses, Donald.",-1,220
"I've met dishwashers, painters, architects, glass installers, marble installers, drapery installers, like my dad was, who you refused to pay when they finished the work that you asked them to do.",-1,220
"We have an architect in the audience who designed one of your clubhouses at one of your golf courses.",-1,221
"It's a beautiful facility.",-1,221
"It immediately was put to use.",-1,221
"And you wouldn't pay what the man needed to be paid, what he was charging you to do...",-1,221
"Maybe he didn't do a good job and I was unsatisfied with his work...",-1,222
"Well, to...",-1,223
"Which our country should do, too.",-1,224
"Do the thousands of people that you have stiffed over the course of your business not deserve some kind of apology from someone who has taken their labor, taken the goods that they produced, and then refused to pay them?",-1,225
"I can only say that I'm certainly relieved that my late father never did business with you.",-1,226
"He provided a good middle-class life for us, but the people he worked for, he expected the bargain to be kept on both sides.",-1,226
"And when we talk about your business, you've taken business bankruptcy six times.",-1,227
"There are a lot of great businesspeople that have never taken bankruptcy once.",-1,227
"You call yourself the King of Debt.",-1,227
"You talk about leverage.",-1,227
"You even at one time suggested that you would try to negotiate down the national debt of the United States.",-1,227
"Wrong.",-1,228
"Wrong.",-1,228
"Well, sometimes there's not a direct transfer of skills from business to government, but sometimes what happened in business would be really bad for government.",-1,229
"Let's let Mr. Trump...",-1,230
"And we need to be very clear about that.",-1,231
"So, yeah, I think — I do think it's time.",-1,232
"Look, it's all words, it's all sound bites.",-1,232
"I built an unbelievable company.",-1,232
"Some of the greatest assets anywhere in the world, real estate assets anywhere in the world, beyond the United States, in Europe, lots of different places.",-1,232
"It's an unbelievable company.",-1,232
"But on occasion, four times, we used certain laws that are there.",-1,233
"And when Secretary Clinton talks about people that didn't get paid, first of all, they did get paid a lot, but taken advantage of the laws of the nation.",-1,233
"Now, if you want to change the laws, you've been there a long time, change the laws.",-1,234
"But I take advantage of the laws of the nation because I'm running a company.",-1,234
"My obligation right now is to do well for myself, my family, my employees, for my companies.",-1,234
"And that's what I do.",-1,234
"But what she doesn't say is that tens of thousands of people that are unbelievably happy and that love me.",-1,235
"I'll give you an example.",-1,235
"We're just opening up on Pennsylvania Avenue right next to the White House, so if I don't get there one way, I'm going to get to Pennsylvania Avenue another.",-1,235
"But we're opening the Old Post Office.",-1,236
"Under budget, ahead of schedule, saved tremendous money.",-1,236
"I'm a year ahead of schedule.",-1,236
"And that's what this country should be doing.",-1,236
"We build roads and they cost two and three and four times what they're supposed to cost.",-1,237
"We buy products for our military and they come in at costs that are so far above what they were supposed to be, because we don't have people that know what they're doing.",-1,237
"When we look at the budget, the budget is bad to a large extent because we have people that have no idea as to what to do and how to buy.",-1,238
"The Trump International is way under budget and way ahead of schedule.",-1,238
"And we should be able to do that for our country.",-1,238
"Well, we're well behind schedule, so I want to move to our next segment.",-1,239
"We move into our next segment talking about America's direction.",-1,239
"And let's start by talking about race.",-1,239
"The share of Americans who say race relations are bad in this country is the highest it's been in decades, much of it amplified by shootings of African-Americans by police, as we've seen recently in Charlotte and Tulsa.",-1,240
"Race has been a big issue in this campaign, and one of you is going to have to bridge a very wide and bitter gap.",-1,240
"So how do you heal the divide?",-1,241
"Secretary Clinton, you get two minutes on this.",-1,241
"Well, you're right.",-1,242
"Race remains a significant challenge in our country.",-1,242
"Unfortunately, race still determines too much, often determines where people live, determines what kind of education in their public schools they can get, and, yes, it determines how they're treated in the criminal justice system.",-1,242
"We've just seen those two tragic examples in both Tulsa and Charlotte.",-1,242
"And we've got to do several things at the same time.",-1,243
"We have to restore trust between communities and the police.",-1,243
"We have to work to make sure that our police are using the best training, the best techniques, that they're well prepared to use force only when necessary.",-1,243
"Everyone should be respected by the law, and everyone should respect the law.",-1,243
"Right now, that's not the case in a lot of our neighborhoods.",-1,244
"So I have, ever since the first day of my campaign, called for criminal justice reform.",-1,244
"I've laid out a platform that I think would begin to remedy some of the problems we have in the criminal justice system.",-1,244
"But we also have to recognize, in addition to the challenges that we face with policing, there are so many good, brave police officers who equally want reform.",-1,245
"So we have to bring communities together in order to begin working on that as a mutual goal.",-1,245
"And we've got to get guns out of the hands of people who should not have them.",-1,245
"The gun epidemic is the leading cause of death of young African- American men, more than the next nine causes put together.",-1,246
"So we have to do two things, as I said.",-1,246
"We have to restore trust.",-1,246
"We have to work with the police.",-1,246
"We have to make sure they respect the communities and the communities respect them.",-1,246
"And we have to tackle the plague of gun violence, which is a big contributor to a lot of the problems that we're seeing today.",-1,246
"All right, Mr. Trump, you have two minutes.",-1,247
"How do you heal the divide?",-1,247
"Well, first of all, Secretary Clinton doesn't want to use a couple of words, and that's law and order.",-1,248
"And we need law and order.",-1,248
"If we don't have it, we're not going to have a country.",-1,248
"And when I look at what's going on in Charlotte, a city I love, a city where I have investments, when I look at what's going on throughout various parts of our country, whether it's — I mean, I can just keep naming them all day long — we need law and order in our country.",-1,249
"I just got today the, as you know, the endorsement of the Fraternal Order of Police, we just — just came in.",-1,250
"We have endorsements from, I think, almost every police group, very — I mean, a large percentage of them in the United States.",-1,250
"We have a situation where we have our inner cities, African- Americans, Hispanics are living in he'll because it's so dangerous.",-1,251
"You walk down the street, you get shot.",-1,251
"In Chicago, they've had thousands of shootings, thousands since January 1st.",-1,252
"Thousands of shootings.",-1,252
"And I'm saying, where is this?",-1,252
"Is this a war-torn country?",-1,252
"What are we doing?",-1,252
"And we have to stop the violence.",-1,252
"We have to bring back law and order.",-1,252
"In a place like Chicago, where thousands of people have been killed, thousands over the last number of years, in fact, almost 4,000 have been killed since Barack Obama became president, over — almost 4,000 people in Chicago have been killed.",-1,252
"We have to bring back law and order.",-1,252
"Now, whether or not in a place like Chicago you do stop and frisk, which worked very well, Mayor Giuliani is here, worked very well in New York.",-1,253
"It brought the crime rate way down.",-1,253
"But you take the gun away from criminals that shouldn't be having it.",-1,253
"We have gangs roaming the street.",-1,254
"And in many cases, they're illegally here, illegal immigrants.",-1,254
"And they have guns.",-1,254
"And they shoot people.",-1,254
"And we have to be very strong.",-1,254
"And we have to be very vigilant.",-1,254
"We have to be — we have to know what we're doing.",-1,255
"Right now, our police, in many cases, are afraid to do anything.",-1,255
"We have to protect our inner cities, because African-American communities are being decimated by crime, decimated.",-1,255
"Your two — your two minutes expired, but I do want to follow up.",-1,256
"Stop and frisk was ruled unconstitutional in New York because it largely singled out black and Hispanic young men.",-1,256
"No, you're wrong.",-1,257
"It went before a judge, who was a very against-police judge.",-1,257
"It was taken away from her.",-1,257
"And our mayor, our new mayor, refused to go forward with the case.",-1,257
"They would have won an appeal.",-1,257
"If you look at it, throughout the country, there are many places where it's allowed.",-1,257
"The argument is that it's a form of racial profiling.",-1,258
"No, the argument is that we have to take the guns away from these people that have them and they are bad people that shouldn't have them.",-1,259
"These are felons.",-1,260
"These are people that are bad people that shouldn't be — when you have 3,000 shootings in Chicago from January 1st, when you have 4,000 people killed in Chicago by guns, from the beginning of the presidency of Barack Obama, his hometown, you have to have stop-and-frisk.",-1,260
"You need more police.",-1,261
"You need a better community, you know, relation.",-1,261
"You don't have good community relations in Chicago.",-1,261
"It's terrible.",-1,261
"I have property there.",-1,261
"It's terrible what's going on in Chicago.",-1,261
"But when you look — and Chicago's not the only — you go to Ferguson, you go to so many different places.",-1,262
"You need better relationships.",-1,262
"I agree with Secretary Clinton on this.",-1,262
"You need better relationships between the communities and the police, because in some cases, it's not good.",-1,263
"But you look at Dallas, where the relationships were really studied, the relationships were really a beautiful thing, and then five police officers were killed one night very violently.",-1,264
"So there's some bad things going on.",-1,264
"Some really bad things.",-1,264
"Secretary Clinton...",-1,265
"But we need — Lester, we need law and order.",-1,266
"And we need law and order in the inner cities, because the people that are most affected by what's happening are African-American and Hispanic people.",-1,266
"And it's very unfair to them what our politicians are allowing to happen.",-1,266
"Secretary Clinton?",-1,267
"Well, I've heard — I've heard Donald say this at his rallies, and it's really unfortunate that he paints such a dire negative picture of black communities in our country.",-1,268
"Ugh.",-1,269
"You know, the vibrancy of the black church, the black businesses that employ so many people, the opportunities that so many families are working to provide for their kids.",-1,270
"There's a lot that we should be proud of and we should be supporting and lifting up.",-1,270
"But we do always have to make sure we keep people safe.",-1,271
"There are the right ways of doing it, and then there are ways that are ineffective.",-1,271
"Stop-and-frisk was found to be unconstitutional and, in part, because it was ineffective.",-1,271
"It did not do what it needed to do.",-1,271
"Now, I believe in community policing.",-1,272
"And, in fact, violent crime is one-half of what it was in 1991.",-1,272
"Property crime is down 40 percent.",-1,272
"We just don't want to see it creep back up.",-1,272
"We've had 25 years of very good cooperation.",-1,272
"But there were some problems, some unintended consequences.",-1,273
"Too many young African-American and Latino men ended up in jail for nonviolent offenses.",-1,273
"And it's just a fact that if you're a young African-American man and you do the same thing as a young white man, you are more likely to be arrested, charged, convicted, and incarcerated.",-1,273
"So we've got to address the systemic racism in our criminal justice system.",-1,273
"We cannot just say law and order.",-1,273
"We have to say — we have to come forward with a plan that is going to divert people from the criminal justice system, deal with mandatory minimum sentences, which have put too many people away for too long for doing too little.",-1,273
"We need to have more second chance programs.",-1,274
"I'm glad that we're ending private prisons in the federal system; I want to see them ended in the state system.",-1,274
"You shouldn't have a profit motivation to fill prison cells with young Americans.",-1,274
"So there are some positive ways we can work on this.",-1,274
"And I believe strongly that commonsense gun safety measures would assist us.",-1,275
"Right now — and this is something Donald has supported, along with the gun lobby — right now, we've got too many military- style weapons on the streets.",-1,275
"In a lot of places, our police are outgunned.",-1,275
"We need comprehensive background checks, and we need to keep guns out of the hands of those who will do harm.",-1,275
"And we finally need to pass a prohibition on anyone who's on the terrorist watch list from being able to buy a gun in our country.",-1,276
"If you're too dangerous to fly, you are too dangerous to buy a gun.",-1,276
"So there are things we can do, and we ought to do it in a bipartisan way.",-1,276
"Secretary Clinton, last week, you said we've got to do everything possible to improve policing, to go right at implicit bias.",-1,277
"Do you believe that police are implicitly biased against black people?",-1,277
"Lester, I think implicit bias is a problem for everyone, not just police.",-1,278
"I think, unfortunately, too many of us in our great country jump to conclusions about each other.",-1,278
"And therefore, I think we need all of us to be asking hard questions about, you know, why am I feeling this way?",-1,278
"But when it comes to policing, since it can have literally fatal consequences, I have said, in my first budget, we would put money into that budget to help us deal with implicit bias by retraining a lot of our police officers.",-1,279
"I've met with a group of very distinguished, experienced police chiefs a few weeks ago.",-1,280
"They admit it's an issue.",-1,280
"They've got a lot of concerns.",-1,280
"Mental health is one of the biggest concerns, because now police are having to handle a lot of really difficult mental health problems on the street.",-1,280
"They want support, they want more training, they want more assistance.",-1,281
"And I think the federal government could be in a position where we would offer and provide that.",-1,281
"Mr. Trump...",-1,282
"I'd like to respond to that.",-1,283
"Please.",-1,284
"First of all, I agree, and a lot of people even within my own party want to give certain rights to people on watch lists and no- fly lists.",-1,285
"I agree with you.",-1,285
"When a person is on a watch list or a no-fly list, and I have the endorsement of the NRA, which I'm very proud of.",-1,285
"These are very, very good people, and they're protecting the Second Amendment.",-1,285
"But I think we have to look very strongly at no-fly lists and watch lists.",-1,286
"And when people are on there, even if they shouldn't be on there, we'll help them, we'll help them legally, we'll help them get off.",-1,286
"But I tend to agree with that quite strongly.",-1,286
"I do want to bring up the fact that you were the one that brought up the words super-predator about young black youth.",-1,287
"And that's a term that I think was a — it's — it's been horribly met, as you know.",-1,287
"I think you've apologized for it.",-1,287
"But I think it was a terrible thing to say.",-1,287
"And when it comes to stop-and-frisk, you know, you're talking about takes guns away.",-1,288
"Well, I'm talking about taking guns away from gangs and people that use them.",-1,288
"And I don't think — I really don't think you disagree with me on this, if you want to know the truth.",-1,288
"I think maybe there's a political reason why you can't say it, but I really don't believe — in New York City, stop-and-frisk, we had 2,200 murders, and stop-and-frisk brought it down to 500 murders.",-1,289
"Five hundred murders is a lot of murders.",-1,289
"It's hard to believe, 500 is like supposed to be good?",-1,289
"But we went from 2,200 to 500.",-1,290
"And it was continued on by Mayor Bloomberg.",-1,290
"And it was terminated by current mayor.",-1,290
"But stop-and- frisk had a tremendous impact on the safety of New York City.",-1,290
"Tremendous beyond belief.",-1,290
"So when you say it has no impact, it really did.",-1,290
"It had a very, very big impact.",-1,290
"Well, it's also fair to say, if we're going to talk about mayors, that under the current mayor, crime has continued to drop, including murders.",-1,291
"So there is...",-1,291
"No, you're wrong.",-1,292
"You're wrong.",-1,292
"No, I'm not.",-1,293
"Murders are up.",-1,294
"All right.",-1,294
"You check it.",-1,294
"New York — New York has done an excellent job.",-1,295
"And I give credit — I give credit across the board going back two mayors, two police chiefs, because it has worked.",-1,295
"And other communities need to come together to do what will work, as well.",-1,295
"Look, one murder is too many.",-1,296
"But it is important that we learn about what has been effective.",-1,296
"And not go to things that sound good that really did not have the kind of impact that we would want.",-1,296
"Who disagrees with keeping neighborhoods safe?",-1,296
"But let's also add, no one should disagree about respecting the rights of young men who live in those neighborhoods.",-1,297
"And so we need to do a better job of working, again, with the communities, faith communities, business communities, as well as the police to try to deal with this problem.",-1,297
"This conversation is about race.",-1,298
"And so, Mr. Trump, I have to ask you for five...",-1,298
"I'd like to just respond, if I might.",-1,299
"Please — 20 seconds.",-1,300
"I'd just like to respond.",-1,301
"Please respond, then I've got a quick follow-up for you.",-1,302
"I will.",-1,303
"Look, the African-American community has been let down by our politicians.",-1,303
"They talk good around election time, like right now, and after the election, they said, see ya later, I'll see you in four years.",-1,303
"The African-American community — because — look, the community within the inner cities has been so badly treated.",-1,304
"They've been abused and used in order to get votes by Democrat politicians, because that's what it is.",-1,304
"They've controlled these communities for up to 100 years.",-1,304
"Mr. Trump, let me...",-1,305
"Well, I — I do think...",-1,306
"And I will tell you, you look at the inner cities — and I just left Detroit, and I just left Philadelphia, and I just — you know, you've seen me, I've been all over the place.",-1,307
"You decided to stay home, and that's OK.",-1,307
"But I will tell you, I've been all over.",-1,307
"And I've met some of the greatest people I'll ever meet within these communities.",-1,307
"And they are very, very upset with what their politicians have told them and what their politicians have done.",-1,307
"Mr. Trump, I...",-1,308
"I think — I think — I think Donald just criticized me for preparing for this debate.",-1,309
"And, yes, I did.",-1,309
"And you know what else I prepared for?",-1,309
"I prepared to be president.",-1,309
"And I think that's a good thing.",-1,309
"Mr. Trump, for five years, you perpetuated a false claim that the nation's first black president was not a natural-born citizen.",-1,310
"You questioned his legitimacy.",-1,310
"In the last couple of weeks, you acknowledged what most Americans have accepted for years: The president was born in the United States.",-1,310
"Can you tell us what took you so long?",-1,310
"I'll tell you very — well, just very simple to say.",-1,311
"Sidney Blumenthal works for the campaign and close — very close friend of Secretary Clinton.",-1,311
"And her campaign manager, Patti Doyle, went to — during the campaign, her campaign against President Obama, fought very hard.",-1,311
"And you can go look it up, and you can check it out.",-1,311
"And if you look at CNN this past week, Patti Solis Doyle was on Wolf Blitzer saying that this happened.",-1,312
"Blumenthal sent McClatchy, highly respected reporter at McClatchy, to Kenya to find out about it.",-1,312
"They were pressing it very hard.",-1,312
"She failed to get the birth certificate.",-1,312
"When I got involved, I didn't fail.",-1,313
"I got him to give the birth certificate.",-1,313
"So I'm satisfied with it.",-1,313
"And I'll tell you why I'm satisfied with it.",-1,313
"That was...",-1,314
"Because I want to get on to defeating ISIS, because I want to get on to creating jobs, because I want to get on to having a strong border, because I want to get on to things that are very important to me and that are very important to the country.",-1,315
"I will let you respond.",-1,316
"It's important.",-1,316
"But I just want to get the answer here.",-1,316
"The birth certificate was produced in 2011.",-1,316
"You've continued to tell the story and question the president's legitimacy in 2012, '13, '14, '15...",-1,316
"Yeah.",-1,317
".... as recently as January.",-1,318
"So the question is, what changed your mind?",-1,318
"Well, nobody was pressing it, nobody was caring much about it.",-1,319
"I figured you'd ask the question tonight, of course.",-1,319
"But nobody was caring much about it.",-1,319
"But I was the one that got him to produce the birth certificate.",-1,319
"And I think I did a good job.",-1,319
"Secretary Clinton also fought it.",-1,320
"I mean, you know — now, everybody in mainstream is going to say, oh, that's not true.",-1,320
"Look, it's true.",-1,320
"Sidney Blumenthal sent a reporter — you just have to take a look at CNN, the last week, the interview with your former campaign manager.",-1,320
"And she was involved.",-1,320
"But just like she can't bring back jobs, she can't produce.",-1,320
"I'm sorry.",-1,321
"I'm just going to follow up — and I will let you respond to that, because there's a lot there.",-1,321
"But we're talking about racial healing in this segment.",-1,321
"What do you say to Americans, people of color who...",-1,321
"Well, it was very — I say nothing.",-1,322
"I say nothing, because I was able to get him to produce it.",-1,322
"He should have produced it a long time before.",-1,322
"I say nothing.",-1,322
"But let me just tell you.",-1,323
"When you talk about healing, I think that I've developed very, very good relationships over the last little while with the African-American community.",-1,323
"I think you can see that.",-1,323
"And I feel that they really wanted me to come to that conclusion.",-1,324
"And I think I did a great job and a great service not only for the country, but even for the president, in getting him to produce his birth certificate.",-1,324
"Secretary Clinton?",-1,325
"Well, just listen to what you heard.",-1,326
"(LAUGHTER)",-1,327
"And clearly, as Donald just admitted, he knew he was going to stand on this debate stage, and Lester Holt was going to be asking us questions, so he tried to put the whole racist birther lie to bed.",-1,328
"But it can't be dismissed that easily.",-1,329
"He has really started his political activity based on this racist lie that our first black president was not an American citizen.",-1,329
"There was absolutely no evidence for it, but he persisted, he persisted year after year, because some of his supporters, people that he was trying to bring into his fold, apparently believed it or wanted to believe it.",-1,329
"But, remember, Donald started his career back in 1973 being sued by the Justice Department for racial discrimination because he would not rent apartments in one of his developments to African-Americans, and he made sure that the people who worked for him understood that was the policy.",-1,330
"He actually was sued twice by the Justice Department.",-1,330
"So he has a long record of engaging in racist behavior.",-1,331
"And the birther lie was a very hurtful one.",-1,331
"You know, Barack Obama is a man of great dignity.",-1,331
"And I could tell how much it bothered him and annoyed him that this was being touted and used against him.",-1,331
"But I like to remember what Michelle Obama said in her amazing speech at our Democratic National Convention: When they go low, we go high.",-1,332
"And Barack Obama went high, despite Donald Trump's best efforts to bring him down.",-1,332
"Mr. Trump, you can respond and we're going to move on to the next segment.",-1,333
"I would love to respond.",-1,334
"First of all, I got to watch in preparing for this some of your debates against Barack Obama.",-1,334
"You treated him with terrible disrespect.",-1,334
"And I watched the way you talk now about how lovely everything is and how wonderful you are.",-1,334
"It doesn't work that way.",-1,334
"You were after him, you were trying to — you even sent out or your campaign sent out pictures of him in a certain garb, very famous pictures.",-1,334
"I don't think you can deny that.",-1,334
"But just last week, your campaign manager said it was true.",-1,335
"So when you tried to act holier than thou, it really doesn't work.",-1,335
"It really doesn't.",-1,335
"Now, as far as the lawsuit, yes, when I was very young, I went into my father's company, had a real estate company in Brooklyn and Queens, and we, along with many, many other companies throughout the country — it was a federal lawsuit — were sued.",-1,336
"We settled the suit with zero — with no admission of guilt.",-1,336
"It was very easy to do.",-1,336
"I notice you bring that up a lot.",-1,337
"And, you know, I also notice the very nasty commercials that you do on me in so many different ways, which I don't do on you.",-1,337
"Maybe I'm trying to save the money.",-1,337
"But, frankly, I look — I look at that, and I say, isn't that amazing?",-1,338
"Because I settled that lawsuit with no admission of guilt, but that was a lawsuit brought against many real estate firms, and it's just one of those things.",-1,338
"I'll go one step further.",-1,339
"In Palm Beach, Florida, tough community, a brilliant community, a wealthy community, probably the wealthiest community there is in the world, I opened a club, and really got great credit for it.",-1,339
"No discrimination against African- Americans, against Muslims, against anybody.",-1,339
"And it's a tremendously successful club.",-1,339
"And I'm so glad I did it.",-1,339
"And I have been given great credit for what I did.",-1,339
"And I'm very, very proud of it.",-1,339
"And that's the way I feel.",-1,339
"That is the true way I feel.",-1,339
"Our next segment is called ""Securing America.""",-1,340
"We want to start with a 21st-century war happening every day in this country.",-1,340
"Our institutions are under cyber attack, and our secrets are being stolen.",-1,340
"So my question is, who's behind it?",-1,340
"And how do we fight it?",-1,340
"Secretary Clinton, this answer goes to you.",-1,341
"Well, I think cyber security, cyber warfare will be one of the biggest challenges facing the next president, because clearly we're facing at this point two different kinds of adversaries.",-1,342
"There are the independent hacking groups that do it mostly for commercial reasons to try to steal information that they can use to make money.",-1,342
"But increasingly, we are seeing cyber attacks coming from states, organs of states.",-1,343
"The most recent and troubling of these has been Russia.",-1,343
"There's no doubt now that Russia has used cyber attacks against all kinds of organizations in our country, and I am deeply concerned about this.",-1,343
"I know Donald's very praiseworthy of Vladimir Putin, but Putin is playing a really...",-1,343
"... tough, long game here.",-1,344
"And one of the things he's done is to let loose cyber attackers to hack into government files, to hack into personal files, hack into the Democratic National Committee.",-1,344
"And we recently have learned that, you know, that this is one of their preferred methods of trying to wreak havoc and collect information.",-1,344
"We need to make it very clear — whether it's Russia, China, Iran or anybody else — the United States has much greater capacity.",-1,344
"And we are not going to sit idly by and permit state actors to go after our information, our private-sector information or our public-sector information.",-1,344
"And we're going to have to make it clear that we don't want to use the kinds of tools that we have.",-1,345
"We don't want to engage in a different kind of warfare.",-1,345
"But we will defend the citizens of this country.",-1,345
"And the Russians need to understand that.",-1,346
"I think they've been treating it as almost a probing, how far would we go, how much would we do.",-1,346
"And that's why I was so — I was so shocked when Donald publicly invited Putin to hack into Americans.",-1,346
"That is just unacceptable.",-1,346
"It's one of the reasons why 50 national security officials who served in Republican information — in administrations...",-1,346
"Your two minutes have expired.",-1,347
"... have said that Donald is unfit to be the commander- in-chief.",-1,348
"It's comments like that that really worry people who understand the threats that we face.",-1,348
"Mr. Trump, you have two minutes and the same question.",-1,349
"Who's behind it?",-1,349
"And how do we fight it?",-1,349
"I do want to say that I was just endorsed — and more are coming next week — it will be over 200 admirals, many of them here — admirals and generals endorsed me to lead this country.",-1,350
"That just happened, and many more are coming.",-1,350
"And I'm very proud of it.",-1,350
"In addition, I was just endorsed by ICE.",-1,351
"They've never endorsed anybody before on immigration.",-1,351
"I was just endorsed by ICE.",-1,351
"I was just recently endorsed — 16,500 Border Patrol agents.",-1,351
"So when Secretary Clinton talks about this, I mean, I'll take the admirals and I'll take the generals any day over the political hacks that I see that have led our country so brilliantly over the last 10 years with their knowledge.",-1,352
"OK?",-1,352
"Because look at the mess that we're in.",-1,352
"Look at the mess that we're in.",-1,352
"As far as the cyber, I agree to parts of what Secretary Clinton said.",-1,353
"We should be better than anybody else, and perhaps we're not.",-1,353
"I don't think anybody knows it was Russia that broke into the DNC.",-1,353
"She's saying Russia, Russia, Russia, but I don't — maybe it was.",-1,353
"I mean, it could be Russia, but it could also be China.",-1,353
"It could also be lots of other people.",-1,353
"It also could be somebody sitting on their bed that weighs 400 pounds, OK?",-1,353
"You don't know who broke in to DNC.",-1,354
"But what did we learn with DNC?",-1,355
"We learned that Bernie Sanders was taken advantage of by your people, by Debbie Wasserman Schultz.",-1,355
"Look what happened to her.",-1,355
"But Bernie Sanders was taken advantage of.",-1,355
"That's what we learned.",-1,355
"Now, whether that was Russia, whether that was China, whether it was another country, we don't know, because the truth is, under President Obama we've lost control of things that we used to have control over.",-1,356
"We came in with the Internet, we came up with the Internet, and I think Secretary Clinton and myself would agree very much, when you look at what ISIS is doing with the Internet, they're beating us at our own game.",-1,357
"ISIS.",-1,357
"So we have to get very, very tough on cyber and cyber warfare.",-1,358
"It is — it is a huge problem.",-1,358
"I have a son.",-1,358
"He's 10 years old.",-1,358
"He has computers.",-1,358
"He is so good with these computers, it's unbelievable.",-1,358
"The security aspect of cyber is very, very tough.",-1,358
"And maybe it's hardly doable.",-1,358
"But I will say, we are not doing the job we should be doing.",-1,359
"But that's true throughout our whole governmental society.",-1,359
"We have so many things that we have to do better, Lester, and certainly cyber is one of them.",-1,359
"Secretary Clinton?",-1,360
"Well, I think there are a number of issues that we should be addressing.",-1,361
"I have put forth a plan to defeat ISIS.",-1,361
"It does involve going after them online.",-1,361
"I think we need to do much more with our tech companies to prevent ISIS and their operatives from being able to use the Internet to radicalize, even direct people in our country and Europe and elsewhere.",-1,361
"But we also have to intensify our air strikes against ISIS and eventually support our Arab and Kurdish partners to be able to actually take out ISIS in Raqqa, end their claim of being a Caliphate.",-1,362
"We're making progress.",-1,363
"Our military is assisting in Iraq.",-1,363
"And we're hoping that within the year we'll be able to push ISIS out of Iraq and then, you know, really squeeze them in Syria.",-1,363
"But we have to be cognizant of the fact that they've had foreign fighters coming to volunteer for them, foreign money, foreign weapons, so we have to make this the top priority.",-1,364
"And I would also do everything possible to take out their leadership.",-1,365
"I was involved in a number of efforts to take out Al Qaida leadership when I was secretary of state, including, of course, taking out bin Laden.",-1,365
"And I think we need to go after Baghdadi, as well, make that one of our organizing principles.",-1,365
"Because we've got to defeat ISIS, and we've got to do everything we can to disrupt their propaganda efforts online.",-1,365
"You mention ISIS, and we think of ISIS certainly as over there, but there are American citizens who have been inspired to commit acts of terror on American soil, the latest incident, of course, the bombings we just saw in New York and New Jersey, the knife attack at a mall in Minnesota, in the last year, deadly attacks in San Bernardino and Orlando.",-1,366
"I'll ask this to both of you.",-1,366
"Tell us specifically how you would prevent homegrown attacks by American citizens, Mr. Trump?",-1,367
"Well, first I have to say one thing, very important.",-1,368
"Secretary Clinton is talking about taking out ISIS.",-1,368
"""We will take out ISIS.""",-1,368
"Well, President Obama and Secretary Clinton created a vacuum the way they got out of Iraq, because they got out — what, they shouldn't have been in, but once they got in, the way they got out was a disaster.",-1,368
"And ISIS was formed.",-1,368
"So she talks about taking them out.",-1,369
"She's been doing it a long time.",-1,369
"She's been trying to take them out for a long time.",-1,369
"But they wouldn't have even been formed if they left some troops behind, like 10,000 or maybe something more than that.",-1,369
"And then you wouldn't have had them.",-1,369
"Or, as I've been saying for a long time, and I think you'll agree, because I said it to you once, had we taken the oil — and we should have taken the oil — ISIS would not have been able to form either, because the oil was their primary source of income.",-1,370
"And now they have the oil all over the place, including the oil — a lot of the oil in Libya, which was another one of her disasters.",-1,370
"Secretary Clinton?",-1,371
"Well, I hope the fact-checkers are turning up the volume and really working hard.",-1,372
"Donald supported the invasion of Iraq.",-1,372
