"text_id","question_id","speaker","text","text_type"
216,6,"Holt","We'll let you respond and we'll move on to the next segment.","q"
217,6,"Clinton","And maybe because you haven't paid any federal income tax for a lot of years. And the other thing I think is important...","n"
218,6,"Trump","It would be squandered, too, believe me.","n"
219,6,"Clinton","... is if your — if your main claim to be president of the United States is your business, then I think we should talk about that. You know, your campaign manager said that you built a lot of businesses on the backs of little guys.","n"
220,6,"Clinton","And, indeed, I have met a lot of the people who were stiffed by you and your businesses, Donald. I've met dishwashers, painters, architects, glass installers, marble installers, drapery installers, like my dad was, who you refused to pay when they finished the work that you asked them to do.","n"
221,6,"Clinton","We have an architect in the audience who designed one of your clubhouses at one of your golf courses. It's a beautiful facility. It immediately was put to use. And you wouldn't pay what the man needed to be paid, what he was charging you to do...","n"
222,6,"Trump","Maybe he didn't do a good job and I was unsatisfied with his work...","n"
223,6,"Clinton","Well, to...","n"
224,6,"Trump","Which our country should do, too.","n"
225,6,"Clinton","Do the thousands of people that you have stiffed over the course of your business not deserve some kind of apology from someone who has taken their labor, taken the goods that they produced, and then refused to pay them?","n"
226,6,"Clinton","I can only say that I'm certainly relieved that my late father never did business with you. He provided a good middle-class life for us, but the people he worked for, he expected the bargain to be kept on both sides.","n"
227,6,"Clinton","And when we talk about your business, you've taken business bankruptcy six times. There are a lot of great businesspeople that have never taken bankruptcy once. You call yourself the King of Debt. You talk about leverage. You even at one time suggested that you would try to negotiate down the national debt of the United States.","n"
228,6,"Trump","Wrong. Wrong.","n"
229,6,"Clinton","Well, sometimes there's not a direct transfer of skills from business to government, but sometimes what happened in business would be really bad for government.","n"
230,6,"Holt","Let's let Mr. Trump...","q"
231,6,"Clinton","And we need to be very clear about that.","n"
232,6,"Trump","So, yeah, I think — I do think it's time. Look, it's all words, it's all sound bites. I built an unbelievable company. Some of the greatest assets anywhere in the world, real estate assets anywhere in the world, beyond the United States, in Europe, lots of different places. It's an unbelievable company.","n"
233,6,"Trump","But on occasion, four times, we used certain laws that are there. And when Secretary Clinton talks about people that didn't get paid, first of all, they did get paid a lot, but taken advantage of the laws of the nation.","n"
234,6,"Trump","Now, if you want to change the laws, you've been there a long time, change the laws. But I take advantage of the laws of the nation because I'm running a company. My obligation right now is to do well for myself, my family, my employees, for my companies. And that's what I do.","n"
235,6,"Trump","But what she doesn't say is that tens of thousands of people that are unbelievably happy and that love me. I'll give you an example. We're just opening up on Pennsylvania Avenue right next to the White House, so if I don't get there one way, I'm going to get to Pennsylvania Avenue another.","n"
236,6,"Trump","But we're opening the Old Post Office. Under budget, ahead of schedule, saved tremendous money. I'm a year ahead of schedule. And that's what this country should be doing.","n"
237,6,"Trump","We build roads and they cost two and three and four times what they're supposed to cost. We buy products for our military and they come in at costs that are so far above what they were supposed to be, because we don't have people that know what they're doing.","n"
238,6,"Trump","When we look at the budget, the budget is bad to a large extent because we have people that have no idea as to what to do and how to buy. The Trump International is way under budget and way ahead of schedule. And we should be able to do that for our country.","n"
239,6,"Holt","Well, we're well behind schedule, so I want to move to our next segment. We move into our next segment talking about America's direction. And let's start by talking about race.","q"
240,6,"Holt","The share of Americans who say race relations are bad in this country is the highest it's been in decades, much of it amplified by shootings of African-Americans by police, as we've seen recently in Charlotte and Tulsa. Race has been a big issue in this campaign, and one of you is going to have to bridge a very wide and bitter gap.","q"
241,7,"Holt","So how do you heal the divide? Secretary Clinton, you get two minutes on this.","qq"
242,7,"Clinton","Well, you're right. Race remains a significant challenge in our country. Unfortunately, race still determines too much, often determines where people live, determines what kind of education in their public schools they can get, and, yes, it determines how they're treated in the criminal justice system. We've just seen those two tragic examples in both Tulsa and Charlotte.","y"
243,7,"Clinton","And we've got to do several things at the same time. We have to restore trust between communities and the police. We have to work to make sure that our police are using the best training, the best techniques, that they're well prepared to use force only when necessary. Everyone should be respected by the law, and everyone should respect the law.","y"
244,7,"Clinton","Right now, that's not the case in a lot of our neighborhoods. So I have, ever since the first day of my campaign, called for criminal justice reform. I've laid out a platform that I think would begin to remedy some of the problems we have in the criminal justice system.","y"
245,7,"Clinton","But we also have to recognize, in addition to the challenges that we face with policing, there are so many good, brave police officers who equally want reform. So we have to bring communities together in order to begin working on that as a mutual goal. And we've got to get guns out of the hands of people who should not have them.","y"
246,7,"Clinton","The gun epidemic is the leading cause of death of young African- American men, more than the next nine causes put together. So we have to do two things, as I said. We have to restore trust. We have to work with the police. We have to make sure they respect the communities and the communities respect them. And we have to tackle the plague of gun violence, which is a big contributor to a lot of the problems that we're seeing today.","y"
247,7,"Holt","All right, Mr. Trump, you have two minutes. How do you heal the divide?","q"
248,7,"Trump","Well, first of all, Secretary Clinton doesn't want to use a couple of words, and that's law and order. And we need law and order. If we don't have it, we're not going to have a country.","n"
249,7,"Trump","And when I look at what's going on in Charlotte, a city I love, a city where I have investments, when I look at what's going on throughout various parts of our country, whether it's — I mean, I can just keep naming them all day long — we need law and order in our country.","y"
250,7,"Trump","I just got today the, as you know, the endorsement of the Fraternal Order of Police, we just — just came in. We have endorsements from, I think, almost every police group, very — I mean, a large percentage of them in the United States.","y"
251,7,"Trump","We have a situation where we have our inner cities, African- Americans, Hispanics are living in he'll because it's so dangerous. You walk down the street, you get shot.","y"
252,7,"Trump","In Chicago, they've had thousands of shootings, thousands since January 1st. Thousands of shootings. And I'm saying, where is this? Is this a war-torn country? What are we doing? And we have to stop the violence. We have to bring back law and order. In a place like Chicago, where thousands of people have been killed, thousands over the last number of years, in fact, almost 4,000 have been killed since Barack Obama became president, over — almost 4,000 people in Chicago have been killed. We have to bring back law and order.","y"
253,7,"Trump","Now, whether or not in a place like Chicago you do stop and frisk, which worked very well, Mayor Giuliani is here, worked very well in New York. It brought the crime rate way down. But you take the gun away from criminals that shouldn't be having it.","y"
254,7,"Trump","We have gangs roaming the street. And in many cases, they're illegally here, illegal immigrants. And they have guns. And they shoot people. And we have to be very strong. And we have to be very vigilant.","y"
255,7,"Trump","We have to be — we have to know what we're doing. Right now, our police, in many cases, are afraid to do anything. We have to protect our inner cities, because African-American communities are being decimated by crime, decimated.","y"
256,8,"Holt","Your two — your two minutes expired, but I do want to follow up. Stop and frisk was ruled unconstitutional in New York because it largely singled out black and Hispanic young men.","qq"
257,8,"Trump","No, you're wrong. It went before a judge, who was a very against-police judge. It was taken away from her. And our mayor, our new mayor, refused to go forward with the case. They would have won an appeal. If you look at it, throughout the country, there are many places where it's allowed.","y"
258,8,"Holt","The argument is that it's a form of racial profiling.","q"
259,8,"Trump","No, the argument is that we have to take the guns away from these people that have them and they are bad people that shouldn't have them.","y"
260,8,"Trump","These are felons. These are people that are bad people that shouldn't be — when you have 3,000 shootings in Chicago from January 1st, when you have 4,000 people killed in Chicago by guns, from the beginning of the presidency of Barack Obama, his hometown, you have to have stop-and-frisk.","y"
261,8,"Trump","You need more police. You need a better community, you know, relation. You don't have good community relations in Chicago. It's terrible. I have property there. It's terrible what's going on in Chicago.","y"
262,8,"Trump","But when you look — and Chicago's not the only — you go to Ferguson, you go to so many different places. You need better relationships. I agree with Secretary Clinton on this.","y"
263,8,"Trump","You need better relationships between the communities and the police, because in some cases, it's not good.","y"
264,8,"Trump","But you look at Dallas, where the relationships were really studied, the relationships were really a beautiful thing, and then five police officers were killed one night very violently. So there's some bad things going on. Some really bad things.","y"
265,8,"Holt","Secretary Clinton...","q"
266,8,"Trump","But we need — Lester, we need law and order. And we need law and order in the inner cities, because the people that are most affected by what's happening are African-American and Hispanic people. And it's very unfair to them what our politicians are allowing to happen.","y"
267,8,"Holt","Secretary Clinton?","q"
268,8,"Clinton","Well, I've heard — I've heard Donald say this at his rallies, and it's really unfortunate that he paints such a dire negative picture of black communities in our country.","y"
269,8,"Trump","Ugh.","y"
270,8,"Clinton","You know, the vibrancy of the black church, the black businesses that employ so many people, the opportunities that so many families are working to provide for their kids. There's a lot that we should be proud of and we should be supporting and lifting up.","y"
271,8,"Clinton","But we do always have to make sure we keep people safe. There are the right ways of doing it, and then there are ways that are ineffective. Stop-and-frisk was found to be unconstitutional and, in part, because it was ineffective. It did not do what it needed to do.","y"
272,8,"Clinton","Now, I believe in community policing. And, in fact, violent crime is one-half of what it was in 1991. Property crime is down 40 percent. We just don't want to see it creep back up. We've had 25 years of very good cooperation.","y"
273,8,"Clinton","But there were some problems, some unintended consequences. Too many young African-American and Latino men ended up in jail for nonviolent offenses. And it's just a fact that if you're a young African-American man and you do the same thing as a young white man, you are more likely to be arrested, charged, convicted, and incarcerated. So we've got to address the systemic racism in our criminal justice system. We cannot just say law and order. We have to say — we have to come forward with a plan that is going to divert people from the criminal justice system, deal with mandatory minimum sentences, which have put too many people away for too long for doing too little.","y"
274,8,"Clinton","We need to have more second chance programs. I'm glad that we're ending private prisons in the federal system; I want to see them ended in the state system. You shouldn't have a profit motivation to fill prison cells with young Americans. So there are some positive ways we can work on this.","y"
275,8,"Clinton","And I believe strongly that commonsense gun safety measures would assist us. Right now — and this is something Donald has supported, along with the gun lobby — right now, we've got too many military- style weapons on the streets. In a lot of places, our police are outgunned. We need comprehensive background checks, and we need to keep guns out of the hands of those who will do harm.","y"
276,8,"Clinton","And we finally need to pass a prohibition on anyone who's on the terrorist watch list from being able to buy a gun in our country. If you're too dangerous to fly, you are too dangerous to buy a gun. So there are things we can do, and we ought to do it in a bipartisan way.","y"
277,9,"Holt","Secretary Clinton, last week, you said we've got to do everything possible to improve policing, to go right at implicit bias. Do you believe that police are implicitly biased against black people?","qq"
278,9,"Clinton","Lester, I think implicit bias is a problem for everyone, not just police. I think, unfortunately, too many of us in our great country jump to conclusions about each other. And therefore, I think we need all of us to be asking hard questions about, you know, why am I feeling this way?","y"
279,9,"Clinton","But when it comes to policing, since it can have literally fatal consequences, I have said, in my first budget, we would put money into that budget to help us deal with implicit bias by retraining a lot of our police officers.","y"
280,9,"Clinton","I've met with a group of very distinguished, experienced police chiefs a few weeks ago. They admit it's an issue. They've got a lot of concerns. Mental health is one of the biggest concerns, because now police are having to handle a lot of really difficult mental health problems on the street.","y"
281,9,"Clinton","They want support, they want more training, they want more assistance. And I think the federal government could be in a position where we would offer and provide that.","y"
282,9,"Holt","Mr. Trump...","q"
283,9,"Trump","I'd like to respond to that.","n"
284,9,"Holt","Please.","q"
285,9,"Trump","First of all, I agree, and a lot of people even within my own party want to give certain rights to people on watch lists and no- fly lists. I agree with you. When a person is on a watch list or a no-fly list, and I have the endorsement of the NRA, which I'm very proud of. These are very, very good people, and they're protecting the Second Amendment.","n"
286,9,"Trump","But I think we have to look very strongly at no-fly lists and watch lists. And when people are on there, even if they shouldn't be on there, we'll help them, we'll help them legally, we'll help them get off. But I tend to agree with that quite strongly.","n"
287,9,"Trump","I do want to bring up the fact that you were the one that brought up the words super-predator about young black youth. And that's a term that I think was a — it's — it's been horribly met, as you know. I think you've apologized for it. But I think it was a terrible thing to say.","n"
288,9,"Trump","And when it comes to stop-and-frisk, you know, you're talking about takes guns away. Well, I'm talking about taking guns away from gangs and people that use them. And I don't think — I really don't think you disagree with me on this, if you want to know the truth.","n"
289,9,"Trump","I think maybe there's a political reason why you can't say it, but I really don't believe — in New York City, stop-and-frisk, we had 2,200 murders, and stop-and-frisk brought it down to 500 murders. Five hundred murders is a lot of murders. It's hard to believe, 500 is like supposed to be good?","n"
290,9,"Trump","But we went from 2,200 to 500. And it was continued on by Mayor Bloomberg. And it was terminated by current mayor. But stop-and- frisk had a tremendous impact on the safety of New York City. Tremendous beyond belief. So when you say it has no impact, it really did. It had a very, very big impact.","n"
291,9,"Clinton","Well, it's also fair to say, if we're going to talk about mayors, that under the current mayor, crime has continued to drop, including murders. So there is...","n"
292,9,"Trump","No, you're wrong. You're wrong.","n"
293,9,"Clinton","No, I'm not.","n"
294,9,"Trump","Murders are up. All right. You check it.","n"
295,9,"Clinton","New York — New York has done an excellent job. And I give credit — I give credit across the board going back two mayors, two police chiefs, because it has worked. And other communities need to come together to do what will work, as well.","n"
296,9,"Clinton","Look, one murder is too many. But it is important that we learn about what has been effective. And not go to things that sound good that really did not have the kind of impact that we would want. Who disagrees with keeping neighborhoods safe?","n"
297,9,"Clinton","But let's also add, no one should disagree about respecting the rights of young men who live in those neighborhoods. And so we need to do a better job of working, again, with the communities, faith communities, business communities, as well as the police to try to deal with this problem.","y"
298,9,"Holt","This conversation is about race. And so, Mr. Trump, I have to ask you for five...","q"
299,9,"Trump","I'd like to just respond, if I might.","n"
300,9,"Holt","Please — 20 seconds.","q"
301,9,"Trump","I'd just like to respond.","n"
302,9,"Holt","Please respond, then I've got a quick follow-up for you.","q"
303,9,"Trump","I will. Look, the African-American community has been let down by our politicians. They talk good around election time, like right now, and after the election, they said, see ya later, I'll see you in four years.","n"
304,9,"Trump","The African-American community — because — look, the community within the inner cities has been so badly treated. They've been abused and used in order to get votes by Democrat politicians, because that's what it is. They've controlled these communities for up to 100 years.","n"
305,9,"Holt","Mr. Trump, let me...","q"
306,9,"Clinton","Well, I — I do think...","n"
307,9,"Trump","And I will tell you, you look at the inner cities — and I just left Detroit, and I just left Philadelphia, and I just — you know, you've seen me, I've been all over the place. You decided to stay home, and that's OK. But I will tell you, I've been all over. And I've met some of the greatest people I'll ever meet within these communities. And they are very, very upset with what their politicians have told them and what their politicians have done.","n"
308,9,"Holt","Mr. Trump, I...","q"
309,9,"Clinton","I think — I think — I think Donald just criticized me for preparing for this debate. And, yes, I did. And you know what else I prepared for? I prepared to be president. And I think that's a good thing.","n"
310,10,"Holt","Mr. Trump, for five years, you perpetuated a false claim that the nation's first black president was not a natural-born citizen. You questioned his legitimacy. In the last couple of weeks, you acknowledged what most Americans have accepted for years: The president was born in the United States. Can you tell us what took you so long?","qq"
311,10,"Trump","I'll tell you very — well, just very simple to say. Sidney Blumenthal works for the campaign and close — very close friend of Secretary Clinton. And her campaign manager, Patti Doyle, went to — during the campaign, her campaign against President Obama, fought very hard. And you can go look it up, and you can check it out.","y"
312,10,"Trump","And if you look at CNN this past week, Patti Solis Doyle was on Wolf Blitzer saying that this happened. Blumenthal sent McClatchy, highly respected reporter at McClatchy, to Kenya to find out about it. They were pressing it very hard. She failed to get the birth certificate.","y"
313,10,"Trump","When I got involved, I didn't fail. I got him to give the birth certificate. So I'm satisfied with it. And I'll tell you why I'm satisfied with it.","y"
314,10,"Holt","That was...","q"
315,10,"Trump","Because I want to get on to defeating ISIS, because I want to get on to creating jobs, because I want to get on to having a strong border, because I want to get on to things that are very important to me and that are very important to the country.","n"
316,10,"Holt","I will let you respond. It's important. But I just want to get the answer here. The birth certificate was produced in 2011. You've continued to tell the story and question the president's legitimacy in 2012, '13, '14, '15...","q"
317,10,"Trump","Yeah.","n"
318,10,"Holt",".... as recently as January. So the question is, what changed your mind?","q"
319,10,"Trump","Well, nobody was pressing it, nobody was caring much about it. I figured you'd ask the question tonight, of course. But nobody was caring much about it. But I was the one that got him to produce the birth certificate. And I think I did a good job.","y"
320,10,"Trump","Secretary Clinton also fought it. I mean, you know — now, everybody in mainstream is going to say, oh, that's not true. Look, it's true. Sidney Blumenthal sent a reporter — you just have to take a look at CNN, the last week, the interview with your former campaign manager. And she was involved. But just like she can't bring back jobs, she can't produce.","n"
321,11,"Holt","I'm sorry. I'm just going to follow up — and I will let you respond to that, because there's a lot there. But we're talking about racial healing in this segment. What do you say to Americans, people of color who...","qq"
322,11,"Trump","Well, it was very — I say nothing. I say nothing, because I was able to get him to produce it. He should have produced it a long time before. I say nothing.","n"
323,11,"Trump","But let me just tell you. When you talk about healing, I think that I've developed very, very good relationships over the last little while with the African-American community. I think you can see that.","y"
324,11,"Trump","And I feel that they really wanted me to come to that conclusion. And I think I did a great job and a great service not only for the country, but even for the president, in getting him to produce his birth certificate.","n"
325,11,"Holt","Secretary Clinton?","q"
326,11,"Clinton","Well, just listen to what you heard.","n"
327,11,"Clinton","(LAUGHTER)","n"
328,11,"Clinton","And clearly, as Donald just admitted, he knew he was going to stand on this debate stage, and Lester Holt was going to be asking us questions, so he tried to put the whole racist birther lie to bed.","n"
329,11,"Clinton","But it can't be dismissed that easily. He has really started his political activity based on this racist lie that our first black president was not an American citizen. There was absolutely no evidence for it, but he persisted, he persisted year after year, because some of his supporters, people that he was trying to bring into his fold, apparently believed it or wanted to believe it.","y"
330,11,"Clinton","But, remember, Donald started his career back in 1973 being sued by the Justice Department for racial discrimination because he would not rent apartments in one of his developments to African-Americans, and he made sure that the people who worked for him understood that was the policy. He actually was sued twice by the Justice Department.","n"
331,11,"Clinton","So he has a long record of engaging in racist behavior. And the birther lie was a very hurtful one. You know, Barack Obama is a man of great dignity. And I could tell how much it bothered him and annoyed him that this was being touted and used against him.","n"
332,11,"Clinton","But I like to remember what Michelle Obama said in her amazing speech at our Democratic National Convention: When they go low, we go high. And Barack Obama went high, despite Donald Trump's best efforts to bring him down.","n"
333,11,"Holt","Mr. Trump, you can respond and we're going to move on to the next segment.","q"
334,11,"Trump","I would love to respond. First of all, I got to watch in preparing for this some of your debates against Barack Obama. You treated him with terrible disrespect. And I watched the way you talk now about how lovely everything is and how wonderful you are. It doesn't work that way. You were after him, you were trying to — you even sent out or your campaign sent out pictures of him in a certain garb, very famous pictures. I don't think you can deny that.","n"
335,11,"Trump","But just last week, your campaign manager said it was true. So when you tried to act holier than thou, it really doesn't work. It really doesn't.","n"
336,11,"Trump","Now, as far as the lawsuit, yes, when I was very young, I went into my father's company, had a real estate company in Brooklyn and Queens, and we, along with many, many other companies throughout the country — it was a federal lawsuit — were sued. We settled the suit with zero — with no admission of guilt. It was very easy to do.","y"
337,11,"Trump","I notice you bring that up a lot. And, you know, I also notice the very nasty commercials that you do on me in so many different ways, which I don't do on you. Maybe I'm trying to save the money.","y"
338,11,"Trump","But, frankly, I look — I look at that, and I say, isn't that amazing? Because I settled that lawsuit with no admission of guilt, but that was a lawsuit brought against many real estate firms, and it's just one of those things.","y"
339,11,"Trump","I'll go one step further. In Palm Beach, Florida, tough community, a brilliant community, a wealthy community, probably the wealthiest community there is in the world, I opened a club, and really got great credit for it. No discrimination against African- Americans, against Muslims, against anybody. And it's a tremendously successful club. And I'm so glad I did it. And I have been given great credit for what I did. And I'm very, very proud of it. And that's the way I feel. That is the true way I feel.","y"
340,12,"Holt","Our next segment is called ""Securing America."" We want to start with a 21st-century war happening every day in this country. Our institutions are under cyber attack, and our secrets are being stolen. So my question is, who's behind it? And how do we fight it?","qq"
341,12,"Holt","Secretary Clinton, this answer goes to you.","q"
342,12,"Clinton","Well, I think cyber security, cyber warfare will be one of the biggest challenges facing the next president, because clearly we're facing at this point two different kinds of adversaries. There are the independent hacking groups that do it mostly for commercial reasons to try to steal information that they can use to make money.","y"
343,12,"Clinton","But increasingly, we are seeing cyber attacks coming from states, organs of states. The most recent and troubling of these has been Russia. There's no doubt now that Russia has used cyber attacks against all kinds of organizations in our country, and I am deeply concerned about this. I know Donald's very praiseworthy of Vladimir Putin, but Putin is playing a really...","y"
344,12,"Clinton","... tough, long game here. And one of the things he's done is to let loose cyber attackers to hack into government files, to hack into personal files, hack into the Democratic National Committee. And we recently have learned that, you know, that this is one of their preferred methods of trying to wreak havoc and collect information. We need to make it very clear — whether it's Russia, China, Iran or anybody else — the United States has much greater capacity. And we are not going to sit idly by and permit state actors to go after our information, our private-sector information or our public-sector information.","y"
345,12,"Clinton","And we're going to have to make it clear that we don't want to use the kinds of tools that we have. We don't want to engage in a different kind of warfare. But we will defend the citizens of this country.","y"
346,12,"Clinton","And the Russians need to understand that. I think they've been treating it as almost a probing, how far would we go, how much would we do. And that's why I was so — I was so shocked when Donald publicly invited Putin to hack into Americans. That is just unacceptable. It's one of the reasons why 50 national security officials who served in Republican information — in administrations...","y"
347,12,"Holt","Your two minutes have expired.","q"
348,12,"Clinton","... have said that Donald is unfit to be the commander- in-chief. It's comments like that that really worry people who understand the threats that we face.","y"
349,12,"Holt","Mr. Trump, you have two minutes and the same question. Who's behind it? And how do we fight it?","q"
350,12,"Trump","I do want to say that I was just endorsed — and more are coming next week — it will be over 200 admirals, many of them here — admirals and generals endorsed me to lead this country. That just happened, and many more are coming. And I'm very proud of it.","n"
351,12,"Trump","In addition, I was just endorsed by ICE. They've never endorsed anybody before on immigration. I was just endorsed by ICE. I was just recently endorsed — 16,500 Border Patrol agents.","n"
352,12,"Trump","So when Secretary Clinton talks about this, I mean, I'll take the admirals and I'll take the generals any day over the political hacks that I see that have led our country so brilliantly over the last 10 years with their knowledge. OK? Because look at the mess that we're in. Look at the mess that we're in.","n"
353,12,"Trump","As far as the cyber, I agree to parts of what Secretary Clinton said. We should be better than anybody else, and perhaps we're not. I don't think anybody knows it was Russia that broke into the DNC. She's saying Russia, Russia, Russia, but I don't — maybe it was. I mean, it could be Russia, but it could also be China. It could also be lots of other people. It also could be somebody sitting on their bed that weighs 400 pounds, OK?","y"
354,12,"Trump","You don't know who broke in to DNC.","y"
355,12,"Trump","But what did we learn with DNC? We learned that Bernie Sanders was taken advantage of by your people, by Debbie Wasserman Schultz. Look what happened to her. But Bernie Sanders was taken advantage of. That's what we learned.","y"
356,12,"Trump","Now, whether that was Russia, whether that was China, whether it was another country, we don't know, because the truth is, under President Obama we've lost control of things that we used to have control over.","y"
357,12,"Trump","We came in with the Internet, we came up with the Internet, and I think Secretary Clinton and myself would agree very much, when you look at what ISIS is doing with the Internet, they're beating us at our own game. ISIS.","y"
358,12,"Trump","So we have to get very, very tough on cyber and cyber warfare. It is — it is a huge problem. I have a son. He's 10 years old. He has computers. He is so good with these computers, it's unbelievable. The security aspect of cyber is very, very tough. And maybe it's hardly doable.","y"
359,12,"Trump","But I will say, we are not doing the job we should be doing. But that's true throughout our whole governmental society. We have so many things that we have to do better, Lester, and certainly cyber is one of them.","y"
360,12,"Holt","Secretary Clinton?","q"
361,12,"Clinton","Well, I think there are a number of issues that we should be addressing. I have put forth a plan to defeat ISIS. It does involve going after them online. I think we need to do much more with our tech companies to prevent ISIS and their operatives from being able to use the Internet to radicalize, even direct people in our country and Europe and elsewhere.","n"
362,12,"Clinton","But we also have to intensify our air strikes against ISIS and eventually support our Arab and Kurdish partners to be able to actually take out ISIS in Raqqa, end their claim of being a Caliphate.","n"
363,12,"Clinton","We're making progress. Our military is assisting in Iraq. And we're hoping that within the year we'll be able to push ISIS out of Iraq and then, you know, really squeeze them in Syria.","n"
364,12,"Clinton","But we have to be cognizant of the fact that they've had foreign fighters coming to volunteer for them, foreign money, foreign weapons, so we have to make this the top priority.","n"
365,12,"Clinton","And I would also do everything possible to take out their leadership. I was involved in a number of efforts to take out Al Qaida leadership when I was secretary of state, including, of course, taking out bin Laden. And I think we need to go after Baghdadi, as well, make that one of our organizing principles. Because we've got to defeat ISIS, and we've got to do everything we can to disrupt their propaganda efforts online.","n"
366,12,"Holt","You mention ISIS, and we think of ISIS certainly as over there, but there are American citizens who have been inspired to commit acts of terror on American soil, the latest incident, of course, the bombings we just saw in New York and New Jersey, the knife attack at a mall in Minnesota, in the last year, deadly attacks in San Bernardino and Orlando. I'll ask this to both of you.","q"
367,13,"Holt","Tell us specifically how you would prevent homegrown attacks by American citizens, Mr. Trump?","qq"
368,13,"Trump","Well, first I have to say one thing, very important. Secretary Clinton is talking about taking out ISIS. ""We will take out ISIS."" Well, President Obama and Secretary Clinton created a vacuum the way they got out of Iraq, because they got out — what, they shouldn't have been in, but once they got in, the way they got out was a disaster. And ISIS was formed.","n"
369,13,"Trump","So she talks about taking them out. She's been doing it a long time. She's been trying to take them out for a long time. But they wouldn't have even been formed if they left some troops behind, like 10,000 or maybe something more than that. And then you wouldn't have had them.","n"
370,13,"Trump","Or, as I've been saying for a long time, and I think you'll agree, because I said it to you once, had we taken the oil — and we should have taken the oil — ISIS would not have been able to form either, because the oil was their primary source of income. And now they have the oil all over the place, including the oil — a lot of the oil in Libya, which was another one of her disasters.","y"
371,13,"Holt","Secretary Clinton?","q"
372,13,"Clinton","Well, I hope the fact-checkers are turning up the volume and really working hard. Donald supported the invasion of Iraq.","n"
373,13,"Trump","Wrong.","n"
374,13,"Clinton","That is absolutely proved over and over again.","n"
375,13,"Trump","Wrong. Wrong.","n"
376,13,"Clinton","He actually advocated for the actions we took in Libya and urged that Gadhafi be taken out, after actually doing some business with him one time.","n"
377,13,"Clinton","But the larger point — and he says this constantly — is George W. Bush made the agreement about when American troops would leave Iraq, not Barack Obama.","n"
378,13,"Clinton","And the only way that American troops could have stayed in Iraq is to get an agreement from the then-Iraqi government that would have protected our troops, and the Iraqi government would not give that.","n"
379,13,"Clinton","But let's talk about the question you asked, Lester. The question you asked is, what do we do here in the United States? That's the most important part of this. How do we prevent attacks? How do we protect our people?","y"
380,13,"Clinton","And I think we've got to have an intelligence surge, where we are looking for every scrap of information. I was so proud of law enforcement in New York, in Minnesota, in New Jersey. You know, they responded so quickly, so professionally to the attacks that occurred by Rahami. And they brought him down. And we may find out more information because he is still alive, which may prove to be an intelligence benefit.","y"
381,13,"Clinton","So we've got to do everything we can to vacuum up intelligence from Europe, from the Middle East. That means we've got to work more closely with our allies, and that's something that Donald has been very dismissive of.","y"
382,13,"Clinton","We're working with NATO, the longest military alliance in the history of the world, to really turn our attention to terrorism. We're working with our friends in the Middle East, many of which, as you know, are Muslim majority nations. Donald has consistently insulted Muslims abroad, Muslims at home, when we need to be cooperating with Muslim nations and with the American Muslim community.","y"
383,13,"Clinton","They're on the front lines. They can provide information to us that we might not get anywhere else. They need to have close working cooperation with law enforcement in these communities, not be alienated and pushed away as some of Donald's rhetoric, unfortunately, has led to.","y"
384,13,"Holt","Mr. Trump...","q"
385,13,"Trump","Well, I have to respond.","n"
386,13,"Holt","Please respond.","q"
387,13,"Trump","The secretary said very strongly about working with — we've been working with them for many years, and we have the greatest mess anyone's ever seen. You look at the Middle East, it's a total mess. Under your direction, to a large extent.","n"
388,13,"Trump","But you look at the Middle East, you started the Iran deal, that's another beauty where you have a country that was ready to fall, I mean, they were doing so badly. They were choking on the sanctions. And now they're going to be actually probably a major power at some point pretty soon, the way they're going.","n"
389,13,"Trump","But when you look at NATO, I was asked on a major show, what do you think of NATO? And you have to understand, I'm a businessperson. I did really well. But I have common sense. And I said, well, I'll tell you. I haven't given lots of thought to NATO. But two things.","n"
390,13,"Trump","Number one, the 28 countries of NATO, many of them aren't paying their fair share. Number two — and that bothers me, because we should be asking — we're defending them, and they should at least be paying us what they're supposed to be paying by treaty and contract.","n"
391,13,"Trump","And, number two, I said, and very strongly, NATO could be obsolete, because—","n"
392,13,"Trump","And I was very strong on this, and it was actually covered very accurately in the New York Times, which is unusual for the New York Times, to be honest","n"
393,13,"Trump","But I said, they do not focus on terror. And I was very strong. And I said it numerous times.","n"
394,13,"Trump","And about four months ago, I read on the front page of the Wall Street Journal that NATO is opening up a major terror division. And I think that's great. And I think we should get — because we pay approximately 73 percent of the cost of NATO. It's a lot of money to protect other people. But I'm all for NATO. But I said they have to focus on terror, also.","n"
395,13,"Trump","And they're going to do that. And that was — believe me — I'm sure I'm not going to get credit for it — but that was largely because of what I was saying and my criticism of NATO.","n"
396,13,"Trump","I think we have to get NATO to go into the Middle East with us, in addition to surrounding nations, and we have to knock the hell out of ISIS, and we have to do it fast, when ISIS formed in this vacuum created by Barack Obama and Secretary Clinton. And believe me, you were the ones that took out the troops. Not only that, you named the day. They couldn't believe it. They sat back probably and said, I can't believe it. They said...","n"
397,13,"Clinton","Lester, we've covered...","n"
398,13,"Trump","No, wait a minute.","n"
399,13,"Clinton","We've covered this ground.","n"
400,13,"Trump","When they formed, when they formed, this is something that never should have happened. It should have never happened. Now, you're talking about taking out ISIS. But you were there, and you were secretary of state when it was a little infant. Now it's in over 30 countries. And you're going to stop them? I don't think so.","n"
401,13,"Holt","Mr. Trump, a lot of these are judgment questions. You had supported the war in Iraq before the invasion. What makes your...","q"
402,13,"Trump","I did not support the war in Iraq.","n"
