"lemma","text.content","text.beginOffset","partOfSpeech.tag","dependencyEdge.headTokenIndex","dependencyEdge.label","text_id","bigram","trigram"
"progress","progress",-1,"NOUN",33,"POBJ",62,"progress make","progress make last"
"make","made",-1,"VERB",35,"RCMOD",62,"make last","make last year"
"last","last",-1,"ADJ",43,"AMOD",62,"last year","last year never"
"year","years",-1,"NOUN",39,"POBJ",62,"year never","year never go"
"never","never",-1,"ADV",47,"NEG",62,"never go","never go back"
"go","going",-1,"VERB",18,"CONJ",62,"go back","go back get"
"back","back",-1,"ADV",47,"ADVMOD",62,"back get","back get us"
"get","got",-1,"VERB",49,"PCOMP",62,"get us","get us trouble"
"us","us",-1,"PRON",51,"DOBJ",62,"us trouble","us trouble first"
"trouble","trouble",-1,"NOUN",53,"POBJ",62,"trouble first","trouble first place"
"first","first",-1,"ADJ",58,"AMOD",62,"first place",NA
"place","place",-1,"NOUN",55,"POBJ",62,NA,NA
"mr.","Mr.",-1,"NOUN",1,"TITLE",63,"mr. trump",NA
"trump","Trump",-1,"NOUN",1,"ROOT",63,NA,NA
"she","She",-1,"PRON",1,"NSUBJ",64,"she talk","she talk solar"
"talk","talks",-1,"VERB",1,"ROOT",64,"talk solar","talk solar panel"
"solar","solar",-1,"ADJ",4,"AMOD",64,"solar panel","solar panel we"
"panel","panels",-1,"NOUN",2,"POBJ",64,"panel we","panel we invest"
"we","We",-1,"PRON",7,"NSUBJ",64,"we invest","we invest solar"
"invest","invested",-1,"VERB",7,"ROOT",64,"invest solar","invest solar company"
"solar","solar",-1,"ADJ",11,"AMOD",64,"solar company","solar company country"
"company","company",-1,"NOUN",8,"POBJ",64,"company country","company country disaster"
"country","country",-1,"NOUN",11,"APPOS",64,"country disaster","country disaster they"
"disaster","disaster",-1,"NOUN",17,"ATTR",64,"disaster they","disaster they lose"
"they","They",-1,"PRON",22,"NSUBJ",64,"they lose","they lose plenty"
"lose","lost",-1,"VERB",22,"ROOT",64,"lose plenty","lose plenty money"
"plenty","plenty",-1,"NOUN",22,"DOBJ",64,"plenty money","plenty money one"
"money","money",-1,"NOUN",24,"POBJ",64,"money one",NA
"one","one",-1,"NOUN",26,"POBJ",64,NA,NA
"now","Now",-1,"ADV",2,"ADVMOD",65,"now look","now look i"
"look","look",-1,"VERB",2,"ROOT",65,"look i","look i great"
"i","I",-1,"PRON",5,"NSUBJ",65,"i great","i great believer"
"great","great",-1,"ADJ",8,"AMOD",65,"great believer","great believer form"
"believer","believer",-1,"NOUN",5,"ATTR",65,"believer form","believer form energy"
"form","forms",-1,"NOUN",9,"POBJ",65,"form energy","form energy put"
"energy","energy",-1,"NOUN",12,"POBJ",65,"energy put","energy put lot"
"put","putting",-1,"VERB",2,"CONJ",65,"put lot","put lot person"
"lot","lot",-1,"NOUN",18,"DOBJ",65,"lot person","lot person work"
"person","people",-1,"NOUN",21,"POBJ",65,"person work","person work our"
"work","work",-1,"NOUN",24,"POBJ",65,"work our","work our energy"
"our","Our",-1,"PRON",29,"POSS",65,"our energy","our energy policy"
"energy","energy",-1,"NOUN",29,"NN",65,"energy policy","energy policy disaster"
"policy","policies",-1,"NOUN",30,"NSUBJ",65,"policy disaster","policy disaster our"
"disaster","disaster",-1,"NOUN",30,"ATTR",65,"disaster our","disaster our country"
"our","Our",-1,"PRON",35,"POSS",65,"our country","our country lose"
"country","country",-1,"NOUN",37,"NSUBJ",65,"country lose","country lose much"
"lose","losing",-1,"VERB",37,"ROOT",65,"lose much","lose much term"
"much","much",-1,"ADV",37,"DOBJ",65,"much term","much term energy"
"term","terms",-1,"NOUN",40,"POBJ",65,"term energy","term energy term"
"energy","energy",-1,"NOUN",42,"POBJ",65,"energy term","energy term pay"
"term","terms",-1,"NOUN",45,"POBJ",65,"term pay","term pay debt"
"pay","paying",-1,"VERB",47,"PCOMP",65,"pay debt","pay debt you"
"debt","debt",-1,"NOUN",48,"DOBJ",65,"debt you","debt you ca"
"you","You",-1,"PRON",56,"NSUBJ",65,"you ca","you ca n't"
"ca","ca",-1,"VERB",56,"AUX",65,"ca n't","ca n't look"
"n't","n't",-1,"ADV",56,"NEG",65,"n't look","n't look debt"
"look","looking",-1,"VERB",56,"CCOMP",65,"look debt",NA
"debt","debt",-1,"NOUN",66,"POBJ",65,NA,NA
"obama","Obama",-1,"NOUN",2,"NN",66,"obama administration","obama administration time"
"administration","administration",-1,"NOUN",12,"NSUBJ",66,"administration time","administration time come"
"time","time",-1,"NOUN",4,"POBJ",66,"time come","time come year"
"come","come",-1,"VERB",6,"RCMOD",66,"come year","come year worth"
"year","years",-1,"NOUN",17,"POSS",66,"year worth","year worth debt"
"worth","worth",-1,"NOUN",12,"ATTR",66,"worth debt","worth debt top"
"debt","debt",-1,"NOUN",18,"POBJ",66,"debt top","debt top he"
"top","topped",-1,"VERB",12,"CONJ",66,"top he","top he double"
"he","He",-1,"PRON",29,"NSUBJPASS",66,"he double","he double course"
"double","doubled",-1,"VERB",29,"ROOT",66,"double course","double course almost"
"course","course",-1,"NOUN",31,"POBJ",66,"course almost","course almost year"
"almost","almost",-1,"ADV",36,"QUANTMOD",66,"almost year","almost year a-half"
"year","years",-1,"NOUN",34,"POBJ",66,"year a-half","year a-half year"
"a-half","a-half",-1,"NOUN",44,"NN",66,"a-half year","a-half year semi"
"year","years",-1,"NOUN",29,"TMOD",66,"year semi","year semi exact"
"semi","semi",-1,"NOUN",50,"NPADVMOD",66,"semi exact",NA
"exact","exact",-1,"ADJ",47,"ACOMP",66,NA,NA
"so","So",-1,"ADV",3,"ADVMOD",67,"so i","so i will"
"i","I",-1,"PRON",3,"NSUBJ",67,"i will","i will tell"
"will","will",-1,"VERB",3,"AUX",67,"will tell","will tell we"
"tell","tell",-1,"VERB",3,"ROOT",67,"tell we","tell we much"
"we","We",-1,"PRON",8,"NSUBJ",67,"we much","we much good"
"much","much",-1,"ADV",13,"ADVMOD",67,"much good","much good job"
"good","better",-1,"ADJ",14,"AMOD",67,"good job","good job keep"
"job","job",-1,"NOUN",10,"DOBJ",67,"job keep","job keep job"
"keep","keeping",-1,"VERB",15,"PCOMP",67,"keep job","keep job much"
"job","jobs",-1,"NOUN",16,"DOBJ",67,"job much","job much good"
"much","much",-1,"ADV",27,"ADVMOD",67,"much good","much good job"
"good","better",-1,"ADJ",28,"AMOD",67,"good job","good job give"
"job","job",-1,"NOUN",24,"DOBJ",67,"job give","job give company"
"give","giving",-1,"VERB",29,"PCOMP",67,"give company","give company incentive"
"company","companies",-1,"NOUN",30,"IOBJ",67,"company incentive","company incentive build"
"incentive","incentives",-1,"NOUN",30,"DOBJ",67,"incentive build","incentive build new"
"build","build",-1,"VERB",32,"VMOD",67,"build new","build new company"
"new","new",-1,"ADJ",36,"AMOD",67,"new company","new company expand"
"company","companies",-1,"NOUN",34,"DOBJ",67,"company expand",NA
"expand","expand",-1,"VERB",34,"CONJ",67,NA,NA
"look","look",-1,"VERB",6,"DEP",68,"look michigan","look michigan look"
"michigan","Michigan",-1,"NOUN",8,"POBJ",68,"michigan look","michigan look ohio"
"look","look",-1,"VERB",7,"CONJ",68,"look ohio","look ohio look"
"ohio","Ohio",-1,"NOUN",12,"POBJ",68,"ohio look","ohio look place"
"look","look",-1,"VERB",7,"CONJ",68,"look place","look place many"
"place","places",-1,"NOUN",18,"POBJ",68,"place many","place many job"
"many","many",-1,"ADJ",32,"NSUBJ",68,"many job","many job company"
"job","jobs",-1,"NOUN",24,"POBJ",68,"job company","job company just"
"company","companies",-1,"NOUN",26,"CONJ",68,"company just","company just leave"
"just","just",-1,"ADV",32,"ADVMOD",68,"just leave","just leave go"
"leave","leaving",-1,"VERB",20,"RCMOD",68,"leave go",NA
"go","gone",-1,"VERB",6,"PARATAXIS",68,NA,NA
"hillary","Hillary",-1,"NOUN",7,"NSUBJ",69,"hillary i","hillary i 'd"
"i","I",-1,"PRON",7,"NSUBJ",69,"i 'd","i 'd just"
"'d","'d",-1,"VERB",7,"AUX",69,"'d just","'d just ask"
"just","just",-1,"ADV",7,"ADVMOD",69,"just ask","just ask you"
"ask","ask",-1,"VERB",7,"ROOT",69,"ask you","ask you year"
"you","You",-1,"PRON",14,"NSUBJ",69,"you year","you year why"
"year","years",-1,"NOUN",16,"POBJ",69,"year why","year why just"
"why","Why",-1,"ADV",24,"ADVMOD",69,"why just","why just think"
"just","just",-1,"ADV",24,"ADVMOD",69,"just think","just think solution"
"think","thinking",-1,"VERB",24,"ROOT",69,"think solution","think solution right"
"solution","solutions",-1,"NOUN",25,"POBJ",69,"solution right","solution right now"
"right","right",-1,"ADV",29,"ADVMOD",69,"right now","right now year"
"now","now",-1,"ADV",24,"ADVMOD",69,"now year","now year now"
"year","years",-1,"NOUN",31,"POBJ",69,"year now","year now just"
"now","now",-1,"ADV",46,"ADVMOD",69,"now just","now just start"
"just","just",-1,"ADV",46,"ADVMOD",69,"just start","just start think"
"start","starting",-1,"VERB",38,"CONJ",69,"start think","start think solution"
"think","think",-1,"VERB",46,"XCOMP",69,"think solution",NA
"solution","solutions",-1,"NOUN",49,"POBJ",69,NA,NA
"actually","actually",-1,"ADV",2,"ROOT",70,NA,NA
"i","I",-1,"PRON",2,"NSUBJ",71,"i will","i will bring"
"will","will",-1,"VERB",2,"AUX",71,"will bring","will bring excuse"
"bring","bring",-1,"VERB",2,"ROOT",71,"bring excuse","bring excuse i"
"excuse","excuse",-1,"VERB",2,"PARATAXIS",71,"excuse i","excuse i will"
"i","I",-1,"PRON",9,"NSUBJ",71,"i will","i will bring"
"will","will",-1,"VERB",9,"AUX",71,"will bring","will bring job"
"bring","bring",-1,"VERB",9,"ROOT",71,"bring job","bring job you"
"job","jobs",-1,"NOUN",9,"DOBJ",71,"job you","job you ca"
"you","You",-1,"PRON",16,"NSUBJ",71,"you ca","you ca n't"
"ca","ca",-1,"VERB",16,"AUX",71,"ca n't","ca n't bring"
"n't","n't",-1,"ADV",16,"NEG",71,"n't bring","n't bring job"
"bring","bring",-1,"VERB",16,"ROOT",71,"bring job",NA
"job","jobs",-1,"NOUN",16,"DOBJ",71,NA,NA
"actually","actually",-1,"ADV",6,"ADVMOD",72,"actually i","actually i think"
"i","I",-1,"PRON",6,"NSUBJ",72,"i think","i think bit"
"think","thought",-1,"VERB",6,"ROOT",72,"think bit",NA
"bit","bit",-1,"NOUN",6,"TMOD",72,NA,NA
"year","years",-1,"NOUN",2,"POBJ",73,NA,NA
"i","I",-1,"PRON",2,"NSUBJ",74,"i quite","i quite long"
"quite","quite",-1,"ADV",8,"ADVMOD",74,"quite long","quite long i"
"long","long",-1,"ADV",8,"ADVMOD",74,"long i","long i think"
"i","I",-1,"PRON",12,"NSUBJ",74,"i think","i think husband"
"think","think",-1,"VERB",12,"ROOT",74,"think husband","think husband pretty"
"husband","husband",-1,"NOUN",15,"NSUBJ",74,"husband pretty","husband pretty good"
"pretty","pretty",-1,"ADV",18,"ADVMOD",74,"pretty good","pretty good job"
"good","good",-1,"ADJ",19,"AMOD",74,"good job","good job 1990"
"job","job",-1,"NOUN",15,"DOBJ",74,"job 1990","job 1990 i"
"1990","1990s",-1,"NOUN",20,"POBJ",74,"1990 i","1990 i think"
"i","I",-1,"PRON",25,"NSUBJ",74,"i think","i think lot"
"think","think",-1,"VERB",25,"ROOT",74,"think lot","think lot work"
"lot","lot",-1,"NOUN",25,"DOBJ",74,"lot work","lot work can"
"work","worked",-1,"VERB",28,"PCOMP",74,"work can","work can make"
"can","can",-1,"VERB",35,"AUX",74,"can make","can make work"
"make","make",-1,"VERB",30,"CONJ",74,"make work",NA
"work","work",-1,"VERB",35,"CCOMP",74,NA,NA
"approve","approved",-1,"VERB",3,"ROOT",75,"approve nafta",NA
"nafta","NAFTA",-1,"NOUN",3,"DOBJ",75,NA,NA
"new","new",-1,"ADJ",3,"AMOD",76,"new job","new job balanced"
"job","jobs",-1,"NOUN",3,"ROOT",76,"job balanced","job balanced budget"
"balanced","balanced",-1,"ADJ",7,"AMOD",76,"balanced budget",NA
"budget","budget",-1,"NOUN",3,"APPOS",76,NA,NA
"he","He",-1,"PRON",1,"NSUBJ",77,"he approve","he approve nafta"
"approve","approved",-1,"VERB",1,"ROOT",77,"approve nafta","approve nafta single"
"nafta","NAFTA",-1,"NOUN",1,"DOBJ",77,"nafta single","nafta single bad"
"single","single",-1,"ADJ",10,"AMOD",77,"single bad","single bad trade"
"bad","worst",-1,"ADJ",10,"AMOD",77,"bad trade","bad trade deal"
"trade","trade",-1,"NOUN",10,"NN",77,"trade deal","trade deal ever"
"deal","deal",-1,"NOUN",5,"ATTR",77,"deal ever","deal ever approve"
"ever","ever",-1,"ADV",12,"ADVMOD",77,"ever approve","ever approve country"
"approve","approved",-1,"VERB",10,"VMOD",77,"approve country",NA
"country","country",-1,"NOUN",13,"POBJ",77,NA,NA
"income","Incomes",-1,"NOUN",1,"NSUBJ",78,"income go","income go everybody"
"go","went",-1,"VERB",1,"ROOT",78,"go everybody","go everybody manufacturing"
"everybody","everybody",-1,"NOUN",3,"POBJ",78,"everybody manufacturing","everybody manufacturing job"
"manufacturing","Manufacturing",-1,"NOUN",7,"NN",78,"manufacturing job","manufacturing job go"
"job","jobs",-1,"NOUN",8,"NSUBJ",78,"job go","job go also"
"go","went",-1,"VERB",8,"ROOT",78,"go also","go also 1990"
"also","also",-1,"ADV",8,"ADVMOD",78,"also 1990","also 1990 actually"
"1990","1990s",-1,"NOUN",11,"POBJ",78,"1990 actually","1990 actually go"
"actually","actually",-1,"ADV",19,"ADVMOD",78,"actually go","actually go look"
"go","going",-1,"VERB",8,"ADVCL",78,"go look","go look fact"
"look","look",-1,"VERB",19,"XCOMP",78,"look fact",NA
"fact","facts",-1,"NOUN",22,"POBJ",78,NA,NA
"when","When",-1,"ADV",2,"ADVMOD",79,"when i","when i senate"
"i","I",-1,"PRON",2,"NSUBJ",79,"i senate","i senate i"
"senate","Senate",-1,"NOUN",3,"POBJ",79,"senate i","senate i number"
"i","I",-1,"PRON",8,"NSUBJ",79,"i number","i number trade"
"number","number",-1,"NOUN",8,"DOBJ",79,"number trade","number trade deal"
"trade","trade",-1,"NOUN",13,"NN",79,"trade deal","trade deal come"
"deal","deals",-1,"NOUN",11,"POBJ",79,"deal come","deal come i"
"come","came",-1,"VERB",10,"RCMOD",79,"come i","come i hold"
"i","I",-1,"PRON",21,"NSUBJ",79,"i hold","i hold test"
"hold","held",-1,"VERB",8,"CONJ",79,"hold test","hold test will"
"test","test",-1,"NOUN",24,"POBJ",79,"test will","test will create"
"will","Will",-1,"VERB",31,"AUX",79,"will create","will create job"
"create","create",-1,"VERB",31,"ROOT",79,"create job","create job america"
"job","jobs",-1,"NOUN",31,"DOBJ",79,"job america","job america will"
"america","America",-1,"NOUN",33,"POBJ",79,"america will","america will raise"
"will","Will",-1,"VERB",38,"AUX",79,"will raise","will raise income"
"raise","raise",-1,"VERB",38,"ROOT",79,"raise income","raise income america"
"income","incomes",-1,"NOUN",38,"DOBJ",79,"income america","income america good"
"america","America",-1,"NOUN",40,"POBJ",79,"america good","america good national"
"good","good",-1,"ADJ",44,"ACOMP",79,"good national","good national security"
"national","national",-1,"ADJ",50,"AMOD",79,"national security","national security i"
"security","security",-1,"NOUN",47,"POBJ",79,"security i","security i vote"
"i","I",-1,"PRON",56,"NSUBJ",79,"i vote","i vote big"
"vote","voted",-1,"VERB",56,"ROOT",79,"vote big","vote big one"
"big","biggest",-1,"ADJ",61,"AMOD",79,"big one","big one multinational"
"one","one",-1,"NOUN",61,"ROOT",79,"one multinational","one multinational one"
"multinational","multinational",-1,"ADJ",65,"AMOD",79,"multinational one","multinational one know"
"one","one",-1,"NOUN",61,"APPOS",79,"one know","one know cafta"
"know","known",-1,"VERB",65,"VMOD",79,"know cafta","know cafta i"
"cafta","CAFTA",-1,"NOUN",67,"POBJ",79,"cafta i","cafta i vote"
"i","I",-1,"PRON",71,"NSUBJ",79,"i vote","i vote i"
"vote","voted",-1,"VERB",61,"RCMOD",79,"vote i","vote i hold"
"i","I",-1,"PRON",77,"NSUBJ",79,"i hold","i hold standard"
"hold","hold",-1,"VERB",77,"ROOT",79,"hold standard","hold standard i"
"standard","standards",-1,"NOUN",77,"DOBJ",79,"standard i","standard i look"
"i","I",-1,"PRON",83,"NSUBJ",79,"i look","i look trade"
"look","look",-1,"VERB",77,"ADVCL",79,"look trade","look trade deal"
"trade","trade",-1,"NOUN",89,"NN",79,"trade deal",NA
"deal","deals",-1,"NOUN",86,"POBJ",79,NA,NA
"let","let",-1,"VERB",1,"ROOT",80,"let assume","let assume trade"
"assume","assume",-1,"VERB",1,"CCOMP",80,"assume trade","assume trade challenge"
"trade","trade",-1,"NOUN",7,"NSUBJ",80,"trade challenge","trade challenge economy"
"challenge","challenge",-1,"NOUN",7,"ATTR",80,"challenge economy","challenge economy i"
"economy","economy",-1,"NOUN",13,"POBJ",80,"economy i","economy i think"
"i","I",-1,"PRON",18,"NSUBJ",80,"i think","i think part"
"think","think",-1,"VERB",18,"ROOT",80,"think part","think part i"
"part","part",-1,"NOUN",20,"ATTR",80,"part i","part i say"
"i","I",-1,"PRON",29,"NSUBJ",80,"i say","i say i"
"say","said",-1,"VERB",18,"CONJ",80,"say i","say i go"
"i","I",-1,"PRON",33,"NSUBJ",80,"i go","i go i"
"go","going",-1,"VERB",29,"CCOMP",80,"go i","go i go"
"i","I",-1,"PRON",39,"NSUBJ",80,"i go","i go special"
"go","going",-1,"VERB",39,"ROOT",80,"go special","go special prosecutor"
"special","special",-1,"ADJ",44,"AMOD",80,"special prosecutor","special prosecutor we"
"prosecutor","prosecutor",-1,"NOUN",41,"DOBJ",80,"prosecutor we","prosecutor we go"
"we","We",-1,"PRON",48,"NSUBJ",80,"we go","we go enforce"
"go","going",-1,"VERB",48,"ROOT",80,"go enforce","go enforce trade"
"enforce","enforce",-1,"VERB",48,"XCOMP",80,"enforce trade","enforce trade deal"
"trade","trade",-1,"NOUN",53,"NN",80,"trade deal","trade deal go"
"deal","deals",-1,"NOUN",50,"DOBJ",80,"deal go","deal go hold"
"go","going",-1,"VERB",48,"CONJ",80,"go hold","go hold person"
"hold","hold",-1,"VERB",60,"XCOMP",80,"hold person","hold person accountable"
"person","people",-1,"NOUN",64,"NSUBJ",80,"person accountable",NA
"accountable","accountable",-1,"ADJ",62,"ACOMP",80,NA,NA
"when","When",-1,"ADV",2,"ADVMOD",81,"when i","when i secretary"
"i","I",-1,"PRON",2,"NSUBJ",81,"i secretary","i secretary state"
"secretary","secretary",-1,"NOUN",2,"ATTR",81,"secretary state","secretary state actually"
"state","state",-1,"NOUN",4,"POBJ",81,"state actually","state actually increase"
"actually","actually",-1,"ADV",9,"ADVMOD",81,"actually increase","actually increase american"
"increase","increased",-1,"VERB",9,"ROOT",81,"increase american","increase american export"
"american","American",-1,"ADJ",11,"AMOD",81,"american export","american export globally"
"export","exports",-1,"NOUN",9,"DOBJ",81,"export globally","export globally percent"
"globally","globally",-1,"ADV",9,"ADVMOD",81,"globally percent","globally percent we"
"percent","percent",-1,"NOUN",9,"DOBJ",81,"percent we","percent we increase"
"we","We",-1,"PRON",17,"NSUBJ",81,"we increase","we increase china"
"increase","increased",-1,"VERB",17,"ROOT",81,"increase china","increase china percent"
"china","China",-1,"NOUN",19,"POBJ",81,"china percent","china percent so"
"percent","percent",-1,"NOUN",17,"DOBJ",81,"percent so","percent so i"
"so","So",-1,"ADV",26,"ADVMOD",81,"so i","so i know"
"i","I",-1,"PRON",26,"NSUBJ",81,"i know","i know really"
"know","know",-1,"VERB",26,"ROOT",81,"know really","know really work"
"really","really",-1,"ADV",30,"ADVMOD",81,"really work","really work get"
"work","work",-1,"VERB",26,"CCOMP",81,"work get","work get new"
"get","get",-1,"VERB",30,"XCOMP",81,"get new","get new job"
"new","new",-1,"ADJ",34,"AMOD",81,"new job","new job get"
"job","jobs",-1,"NOUN",32,"DOBJ",81,"job get","job get export"
"get","get",-1,"VERB",32,"CONJ",81,"get export","get export help"
"export","exports",-1,"NOUN",37,"DOBJ",81,"export help","export help create"
"help","helped",-1,"VERB",38,"RCMOD",81,"help create","help create new"
"create","create",-1,"VERB",40,"XCOMP",81,"create new","create new job"
"new","new",-1,"ADJ",45,"AMOD",81,"new job",NA
"job","jobs",-1,"NOUN",42,"DOBJ",81,NA,NA
"very","Very",-1,"ADV",1,"ADVMOD",82,"very quickly",NA
"quickly","quickly",-1,"ADV",1,"ROOT",82,NA,NA
"n't","n't",-1,"ADV",4,"NEG",83,"n't year","n't year year"
"year","years",-1,"NOUN",6,"POBJ",83,"year year","year year number"
"year","years",-1,"NOUN",8,"CONJ",83,"year number","year number want"
"number","number",-1,"NOUN",8,"CONJ",83,"number want",NA
"want","want",-1,"VERB",14,"RCMOD",83,NA,NA
"i","I",-1,"PRON",4,"NSUBJ",84,"i senator","i senator donald"
"senator","senator",-1,"NOUN",4,"ATTR",84,"senator donald",NA
"donald","Donald",-1,"NOUN",6,"APPOS",84,NA,NA
"you","You",-1,"PRON",3,"NSUBJ",85,"you n't","you n't you"
"n't","n't",-1,"ADV",3,"NEG",85,"n't you","n't you n't"
"you","You",-1,"PRON",9,"NSUBJ",85,"you n't",NA
"n't","n't",-1,"ADV",9,"NEG",85,NA,NA
"i","I",-1,"PRON",3,"NSUBJ",86,"i secretary","i secretary state"
"secretary","secretary",-1,"NOUN",3,"ATTR",86,"secretary state",NA
"state","state",-1,"NOUN",6,"POBJ",86,NA,NA
"excuse","Excuse",-1,"VERB",0,"ROOT",87,NA,NA
"i","I",-1,"PRON",3,"NSUBJ",88,"i lot",NA
"lot","lot",-1,"NOUN",3,"DOBJ",88,NA,NA
"your","Your",-1,"PRON",1,"POSS",89,"your husband","your husband sign"
"husband","husband",-1,"NOUN",2,"NSUBJ",89,"husband sign","husband sign nafta"
"sign","signed",-1,"VERB",2,"ROOT",89,"sign nafta","sign nafta bad"
"nafta","NAFTA",-1,"NOUN",2,"DOBJ",89,"nafta bad","nafta bad thing"
"bad","worst",-1,"ADJ",11,"AMOD",89,"bad thing","bad thing ever"
"thing","things",-1,"NOUN",8,"POBJ",89,"thing ever","thing ever happen"
"ever","ever",-1,"ADV",14,"ADVMOD",89,"ever happen","ever happen manufacturing"
"happen","happened",-1,"VERB",11,"RCMOD",89,"happen manufacturing","happen manufacturing industry"
"manufacturing","manufacturing",-1,"NOUN",18,"NN",89,"manufacturing industry",NA
"industry","industry",-1,"NOUN",15,"POBJ",89,NA,NA
"opinion","opinion",-1,"NOUN",3,"ATTR",90,"opinion opinion",NA
"opinion","opinion",-1,"NOUN",8,"ATTR",90,NA,NA
"you","You",-1,"PRON",1,"NSUBJ",91,"you go","you go new"
"go","go",-1,"VERB",1,"ROOT",91,"go new","go new england"
"new","New",-1,"NOUN",4,"NN",91,"new england","new england go"
"england","England",-1,"NOUN",2,"POBJ",91,"england go","england go ohio"
"go","go",-1,"VERB",1,"PARATAXIS",91,"go ohio","go ohio pennsylvania"
"ohio","Ohio",-1,"NOUN",8,"POBJ",91,"ohio pennsylvania","ohio pennsylvania go"
"pennsylvania","Pennsylvania",-1,"NOUN",9,"APPOS",91,"pennsylvania go","pennsylvania go anywhere"
"go","go",-1,"VERB",1,"PARATAXIS",91,"go anywhere","go anywhere want"
"anywhere","anywhere",-1,"ADV",14,"ADVMOD",91,"anywhere want","anywhere want secretary"
"want","want",-1,"VERB",14,"PARATAXIS",91,"want secretary","want secretary clinton"
"secretary","Secretary",-1,"NOUN",20,"TITLE",91,"secretary clinton","secretary clinton will"
"clinton","Clinton",-1,"NOUN",1,"DOBJ",91,"clinton will","clinton will see"
"will","will",-1,"VERB",25,"AUX",91,"will see","will see devastation"
"see","see",-1,"VERB",1,"CONJ",91,"see devastation","see devastation manufacture"
"devastation","devastation",-1,"NOUN",25,"DOBJ",91,"devastation manufacture","devastation manufacture sometimes"
"manufacture","manufacture",-1,"NOUN",29,"NSUBJ",91,"manufacture sometimes","manufacture sometimes percent"
"sometimes","sometimes",-1,"ADV",36,"QUANTMOD",91,"sometimes percent","sometimes percent nafta"
"percent","percent",-1,"NOUN",31,"APPOS",91,"percent nafta","percent nafta bad"
"nafta","NAFTA",-1,"NOUN",40,"NSUBJ",91,"nafta bad","nafta bad trade"
"bad","worst",-1,"ADJ",44,"AMOD",91,"bad trade","bad trade deal"
"trade","trade",-1,"NOUN",44,"NN",91,"trade deal","trade deal maybe"
"deal","deal",-1,"NOUN",47,"NSUBJPASS",91,"deal maybe","deal maybe ever"
"maybe","maybe",-1,"ADV",47,"ADVMOD",91,"maybe ever","maybe ever sign"
"ever","ever",-1,"ADV",47,"ADVMOD",91,"ever sign","ever sign anywhere"
"sign","signed",-1,"VERB",40,"CCOMP",91,"sign anywhere","sign anywhere certainly"
"anywhere","anywhere",-1,"ADV",47,"ADVMOD",91,"anywhere certainly","anywhere certainly ever"
"certainly","certainly",-1,"ADV",53,"ADVMOD",91,"certainly ever","certainly ever sign"
"ever","ever",-1,"ADV",53,"ADVMOD",91,"ever sign","ever sign country"
"sign","signed",-1,"VERB",47,"CONJ",91,"sign country",NA
"country","country",-1,"NOUN",54,"POBJ",91,NA,NA
"now","now",-1,"ADV",3,"ADVMOD",92,"now want","now want approve"
"want","want",-1,"VERB",3,"ROOT",92,"want approve","want approve trans"
"approve","approve",-1,"VERB",3,"XCOMP",92,"approve trans","approve trans pacific"
"trans","Trans",-1,"NOUN",8,"NN",92,"trans pacific","trans pacific partnership"
"pacific","Pacific",-1,"NOUN",9,"NN",92,"pacific partnership","pacific partnership you"
"partnership","Partnership",-1,"NOUN",5,"DOBJ",92,"partnership you","partnership you totally"
"you","You",-1,"PRON",12,"NSUBJ",92,"you totally","you totally favor"
"totally","totally",-1,"ADV",12,"ADVMOD",92,"totally favor","totally favor then"
"favor","favor",-1,"NOUN",14,"POBJ",92,"favor then","favor then hear"
"then","Then",-1,"ADV",21,"ADVMOD",92,"then hear","then hear i"
"hear","heard",-1,"VERB",21,"ROOT",92,"hear i","hear i say"
"i","I",-1,"PRON",25,"NSUBJ",92,"i say","i say bad"
"say","saying",-1,"VERB",21,"CCOMP",92,"say bad","say bad say"
"bad","bad",-1,"ADJ",30,"ACOMP",92,"bad say","bad say i"
"say","said",-1,"VERB",21,"CONJ",92,"say i","say i ca"
"i","I",-1,"PRON",39,"NSUBJ",92,"i ca","i ca n't"
"ca","ca",-1,"VERB",39,"AUX",92,"ca n't","ca n't win"
"n't","n't",-1,"ADV",39,"NEG",92,"n't win","n't win debate"
"win","win",-1,"VERB",34,"CCOMP",92,"win debate","win debate know"
"debate","debate",-1,"NOUN",39,"DOBJ",92,"debate know","debate know win"
"know","know",-1,"VERB",45,"ROOT",92,"know win","know win approve"
"win","win",-1,"VERB",54,"ADVCL",92,"win approve","win approve will"
"approve","approve",-1,"VERB",45,"CCOMP",92,"approve will","approve will almost"
"will","will",-1,"VERB",60,"AUX",92,"will almost","will almost bad"
"almost","almost",-1,"ADV",63,"ADVMOD",92,"almost bad","almost bad nafta"
"bad","bad",-1,"ADJ",60,"ACOMP",92,"bad nafta","bad nafta nothing"
"nafta","NAFTA",-1,"NOUN",64,"POBJ",92,"nafta nothing","nafta nothing will"
"nothing","Nothing",-1,"NOUN",70,"NSUBJ",92,"nothing will","nothing will ever"
"will","will",-1,"VERB",70,"AUX",92,"will ever","will ever top"
"ever","ever",-1,"ADV",70,"ADVMOD",92,"ever top","ever top nafta"
"top","top",-1,"VERB",70,"ROOT",92,"top nafta",NA
"nafta","NAFTA",-1,"NOUN",70,"DOBJ",92,NA,NA
"just","just",-1,"ADV",3,"ADVMOD",93,"just accurate","just accurate i"
"accurate","accurate",-1,"ADJ",3,"ACOMP",93,"accurate i","accurate i finally"
